"[3.260496695257604, 4.485630681914959, 4.622237714431552, 5.055596248838521, 3.5840728860679296, 4.658076442662045, 4.812044832994883, 6.322688163833085, 5.666386874995901, 6.167333901489206, 5.9375888144498585, 6.099682698070764, 6.792086915929158, 6.764102175908379, 7.3725140469947625, 5.223798984563431, 3.057462799892203, 2.3498774353288634, 1.9246902867119107, 2.2894295094223263, 1.416702811819869, 2.189200110973948, 1.9066821175740527, 1.3613689129436615, 0.40523301215025115, 0.17056674648719508, 0.16131665824728003, 0.23254035177638208, 0.13362509060677974, 0.22753903741175838, 1.3126643607699804, 1.9253918600502657, 1.268487130313919, 1.7453303823883817, 1.8293757717385477, 1.3669068718573336, 1.499753242101091, 1.734587029671909, 1.4128250923452552, 1.4471542130953288, 1.5608470540140167, 1.6206480743293596, 1.3072182166684467, 1.4914144043428919, 1.527643329100237, 1.2776434480172214, 0.36395057025075767, 0.25234002294769675, 0.19857157189930796, 0.14495610281432522]","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1]"
"[0.6732086715665164, 3.99931578126358, 3.9117495289971624, 5.037125069172496, 4.4724450138921314, 5.070286089240378, 4.663172577875385, 5.287431989060681, 4.7530650647457575, 4.112138870047994, 4.718832055139299, 4.733863384959957, 4.212010390090345, 4.197892135741279, 3.9493303411342997, 5.528882347230669, 5.404275275696575, 5.246360808898141, 5.9630350852894285, 4.62348733772145, 1.829229606888766, 1.588400341482697, 1.3535962786160116, 1.4694475420107298, 2.015574639451006, 1.622671186191767, 1.6186835445070284, 1.6916278227692019, 1.6788635561638074, 1.495993182776845, 1.5444694061698698, 1.356749794165429, 1.2992982717449926, 1.5539563188461096, 1.746256036235741, 1.482310305340766, 1.494944541101911, 1.5133366334253129, 1.2517329098600873, 1.6587376439640176, 1.5479999895482388, 1.167908598728888, 1.2075485016833343, 1.4129081053056833, 2.1662461308761225, 4.1072524428471215, 5.928097854585326, 5.6518016018944, 7.752492432962317, 7.522623930383852]","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3]"
"[5.406078756317498, 2.905040139575006, 1.7021914759876466, 1.203042895351935, 1.3578974627172113, 1.6024066300604018, 1.9128948768524119, 1.4665100492175427, 1.9602517655794436, 2.5228300121058966, 4.889128327821037, 5.845886553391603, 6.326602590395255, 6.115491061274773, 5.731793706520762, 6.263707232559103, 5.075235654334604, 2.2164749110873165, 2.1199697547427947, 1.7242736840831705, 1.5353118096498024, 1.6743886768524299, 1.989537773810765, 1.6828966512220687, 1.2323325875868516, 0.6299967741475584, 0.16652425678330268, 0.14761714936193215, 0.10028414339683614, 0.12772384178386165, 0.13414602553965332, 0.07999612445465636, 0.08825252261431787, 0.1087616716359714, 0.0980853791226445, 0.18317453163589584, 0.31648789116559994, 1.5196926482446491, 1.5961989353222066, 1.3428592177899648, 1.6807013003679419, 1.7773921552821188, 3.189546637544181, 5.651173130100488, 5.853605016775276, 4.892017693851906, 4.492069113278763, 4.874167855428765, 5.119882387756492, 5.917879727167595]","[3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3]"
"[5.407118368150675, 5.356467393542481, 6.85417766595196, 6.936976646537902, 5.337372826896558, 5.9144574166950425, 5.420667700413649, 5.383077311869841, 6.129395106410086, 5.920360477380662, 5.8467544063324315, 4.983450916726512, 2.466428434195762, 1.9253410677427587, 1.9935088612951999, 1.6364238868275922, 2.039432724941586, 1.8602049550726807, 1.805918684570152, 1.5170006479825633, 1.463787994101457, 1.7519024839659647, 1.3514017527929305, 0.6578105780923341, 0.2708551013721723, 0.10404972444387413, 0.14113344086314908, 0.14338424338071235, 0.18003779579532442, 0.8335908356845572, 1.5688797478193113, 1.583823753083629, 1.7765297090216285, 1.7711058821044317, 1.9364604772395386, 1.9005082343147714, 1.5453729914044836, 1.4319598051640656, 1.5745313215070293, 1.8582868276879239, 1.8467432928761576, 1.582698862741208, 1.8339715117651931, 1.7020947803974746, 2.044011649376902, 1.8586360445669785, 1.4505378607580532, 0.7346393587126842, 0.40108132328377905, 0.27634893200234745, 0.23329763661028557, 0.21270573321936873, 0.29006147622027445, 1.707047482834582, 2.2168865997220366, 1.8887684263996893, 1.8162252268494996, 1.7519854725689294, 1.5923024029003836, 1.8518196925375414, 1.8482630619248994, 1.5586601750460007, 1.657435500247739, 1.871202005870922, 1.756541512276462, 1.6966617781853786, 1.0232238528414817, 0.37250933800128544, 0.26160796419337745, 0.1751881803941916, 0.11109423849615956, 0.0851956269104608, 0.10219890390558271, 0.07041550470089644, 0.09600380882618005, 0.26670385231856086, 0.7325994021140501, 1.0995388623635194, 1.1956906520017638, 1.8163027191191434, 1.7521689500913318, 1.8579748782299697, 1.5125363640497616]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2]"
"[0.15949281878988555, 0.19111384447273594, 0.2191513619196628, 0.2431811444086015, 0.24499435947399248, 0.21203210386205298]","[1, 1, 1, 1, 1, 1]"
"[0.38505146772534377, 0.24807123628900882, 0.2271204927786467, 0.21199997061327316, 0.32842065047461816, 0.7133169293208823, 1.739947977059761, 1.5654165191465923, 1.7143174985867555, 2.293953562823662, 1.837757836095472, 2.2505782382458634, 2.3629200450459065, 2.0446875605370938, 1.8648781119469775, 1.8554931928045357, 2.4729105802747693, 1.9940966201265287, 2.28734266457429, 1.9199080610495871, 1.6697849890831924, 0.7403363215282798, 0.17818347525105224, 0.16828261891440277, 0.1305156811716644, 0.14136023153424282, 0.1554657200374752, 0.10633911668085157, 0.08082273780024814, 0.2075274052272077, 0.5106982942719975, 1.650727141263252, 1.9089099129479734, 1.722246999670753, 1.6681106122866476, 1.8099835580806518, 1.5917121825834741, 1.9334729334357004, 2.1488740627878564, 1.7664157406705152, 1.5189242042921407, 1.5131624499752347, 1.4614093639800547, 1.6873500268732666, 1.302716749460988]","[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"[3.2903709385244353, 5.7334278935841185, 5.42137553298172, 6.0045693820927895, 6.142779319075579, 7.505981877894632, 7.208402444083675, 2.9462665918394126, 1.7566648787222294, 2.1299883316823975, 2.0462361878566018, 3.4597289990983815, 8.322905387000423, 6.845125156101658, 7.493702979969548, 6.592878270844621, 9.103735245264998, 8.957357232239758, 4.2596769308146945, 2.50388716793464, 2.3188669032099227, 2.0987806953607957, 1.9535503540545667, 1.969899361394293, 1.569354538848989, 0.5608230929930116, 0.21379559028145623, 0.17143933519053733, 0.36612506780119886, 1.601742710070405, 2.9105400515390545, 2.5359307301535488, 2.2978202752636836, 1.885437878834183, 2.0163059318432124, 2.3828237960900025, 2.356461362122803, 2.7072008709289785, 2.0333059258723525, 4.69407111662661, 6.759389791902446, 7.356219867002912, 7.8593008313980395, 7.456320585961411, 6.773516586458665, 7.436724013224258, 6.862403217251249, 7.001985629569287, 7.073191756674034, 5.073116671773863]","[2, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
"[1.5511788751696816, 1.3367296980187442, 1.2376836737366317, 1.3954357265502688, 1.334468787030673, 1.4212397681170943, 1.6311154812261044, 1.46887901545078, 1.2424687134340293, 0.4182313517214108, 0.1680660123399216, 0.2720354868841903, 0.13003089488774852, 0.16249107602299737, 0.11124982108697086, 0.17721767775103217, 0.4832074724116786, 1.7514562774476192, 2.15490203936453, 2.1344118185453613, 1.8129272733634836, 1.7225414175802536, 1.849670609944163, 1.7506258715367744, 1.6560701838902838, 1.7275437464765617, 1.4333769996250803, 1.824218991464507, 1.7686493788968436, 1.927502955324071, 1.9400346155895354, 1.5369871833798734, 0.9536044975297372, 0.28661817912922855, 0.1597397799119635, 0.10372159175845058, 0.1459020695518825, 0.43621005790711803, 1.6475511713441078, 1.7132927406511609, 1.825672780737768, 1.702330613599025, 1.9730008399670005, 1.7219224836552411, 1.758821280759919, 1.539597807054742, 1.5299927622684815, 1.566121434769827, 1.9368157828612507, 1.6725301848174359]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"[1.831441268464095, 1.87199756789716, 1.4321847697274912, 1.779427431839289, 1.598727084002847, 1.4859865522295745, 1.570170640389829, 1.6482942799245879, 1.4951677860478105, 1.751568132332394, 1.7784877754615882, 1.65974454938047, 1.7829064815125328, 1.6839066631940518, 1.6141518815995548, 2.0944984277894783, 2.602255737254589, 2.169174654176083, 1.947761437993315, 1.95889939643528, 1.6719838789806747, 2.3017354129633443, 2.080052886361105, 5.3738832374530645, 7.413704856225055, 6.424019244982898, 6.314535393453474, 6.897393550449173, 7.075076153361227, 6.637815437874996, 7.447458431797363, 10.714796973984823, 1.9614048058954006, 0.5901857195567188, 0.3216856578172933, 1.0677886543219857, 1.4430418551854443, 1.590447134028216, 1.20974609235886, 1.2068535926207147, 1.191387533050338, 1.3085063580077392, 1.4950400821479701, 1.0528042126433532, 1.1282676322008725, 1.354582410698282, 1.2067454998838265, 1.3079248928991307, 1.1191653378854745, 1.381743127427626, 1.436052474127756, 1.2098083411074123, 0.38627626658036157, 0.20882339378372636, 0.28735778968605485, 0.17929410917909408, 0.20336880249251807, 0.1190189590052192, 0.10360239324193748, 0.18382745664297112, 0.11742799097711028]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9913601485220722, 1.7035350498778203, 1.5884970739413669, 1.9645246868843886, 1.9793499101931722, 2.454852509127808, 1.7741543380102847, 2.157928444450527, 2.474740728931774, 2.1178885568101977, 0.8063548385128959, 0.47549792624852083, 0.12992329255772872, 0.2496554185083047, 0.4486999200006636, 1.783152011915955, 2.2147613818694607, 2.1248648101981042, 2.5097266924344304, 2.3766984307761785, 2.7859006583628765, 2.347188857555506, 1.9744394271059693, 2.018408433359896, 2.4807374566079248, 3.40932376384629, 4.392162202061999, 6.283576520110455, 6.808758781158276, 5.086162642709769, 5.079365807409316, 4.885532705766513, 5.598407160634732, 5.7754806681137305, 6.991729980631069, 8.347683654423527, 6.525694079033408, 6.474405510156116, 6.092260963318344, 5.758238857178701, 5.088769530608269, 6.548867232062736, 6.592272667385678, 6.017034270208668, 5.640846325527331, 7.462509957149222, 6.233954939555291, 5.911865700654868, 7.7148692638130525, 5.527079715987204]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
"[5.27083072451282, 6.636846252886332, 5.7033962461921535, 2.7300818845641923, 2.6217994080543447, 1.6632791479097795, 1.2960547935786193, 1.4828501004365342, 1.8861974154846997, 2.1534518019661495, 2.5329824888192816, 2.3811204897024147, 2.029710654822635, 2.05936478521768, 2.3781318105628957, 2.4297450900846886, 1.8038288745296243, 1.8037523731947447, 1.8078518731557864, 1.8620118555106127, 1.7957906942304553, 1.5266059400632437, 1.6404307559436453, 1.9710726323761207, 1.8358395138952874, 1.548991524817231, 1.8926908515763368, 1.8048852307937384, 1.8682879686627276, 0.4023143405485701, 0.24368292173416367, 0.15461776019664067, 0.20603584519928922, 0.16342427761265405, 0.12341521852546174, 0.1394881002468124, 0.14708644065565846, 0.13929776229084045, 0.3280162165201008, 2.377533575569779, 5.749596454121238, 6.630714972371855, 5.217897277767706, 5.437222869485961, 5.500531891951459, 6.000956690051174, 6.919780870687681, 5.992069495178639, 0.854426664265922, 0.5037266716770497]","[3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1]"
"[1.250185299272636, 1.2072797238810657, 1.5637677454582521, 1.9078765154310184, 1.333645167197333, 1.4218008206188575, 1.7105200301020123, 1.7655554079477007, 1.4711613319609598, 3.462871381639388, 4.947500416306175, 5.73234325068322, 4.3980888522928945, 5.3573564233729964, 5.310598704744705, 5.02757390251631, 6.679965939820861, 6.0754746891392335, 6.039081112549682, 6.7153703543903225, 2.8277677183084737, 1.666762836902804, 2.3460836647628276, 1.5538578655704538, 1.7234600635327946, 2.0984422118538797, 1.1485945315604673, 0.3590848952506399, 0.2569625671200109, 1.0276534494688014, 1.4833762816927376, 1.2827816178216531, 1.4040101576109683, 1.6749594604408065, 1.6899406511415898, 1.9248675784663987, 2.392474893349418, 2.0022063242224895, 2.0553944747284874, 1.9377420011307533, 1.4020249920202574, 0.32995691021686807, 0.19977991647197813, 0.2174178199505389, 0.9269212914338135, 1.4847157190964932, 1.7830458145632422, 1.6397413432967685, 1.7261920614891302, 2.080397950006523, 1.9180211258717617, 1.6255786536535817, 2.927021892310444, 4.519436993587708, 5.053003682256487, 5.970210121456107, 5.772425368219754, 5.712884689904083, 3.235879924856115, 2.261982939983573, 1.7689768979946356, 1.5869162760922852, 1.6015788464310285, 2.2488090019944225, 1.6348742159712664, 1.8476510419329608, 1.189844370200237, 1.9254163748832043, 1.4265667112275793, 0.9240572015064323, 0.9754954617869666, 1.254811204230977, 1.166499205827458, 0.6357954088972673, 0.5520816857549797, 0.294277745859859]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]"
"[1.539247428231899, 1.9629819706944645, 1.8776153869173726, 1.2557249255215717, 1.8847732402638109, 1.9854929113509974, 2.197730117842706, 1.6067399403740723, 2.1905701851735584, 2.310682738936654, 1.7144851941436512, 1.708469346925565, 4.802721517000628, 6.077106569132564, 7.235323173146155, 6.670180533944139, 6.788205341111653, 5.166098716565018, 2.0983211230380285, 1.8670699308793883, 2.160845141195657, 1.8870380690667667, 1.5622692732093264, 1.9587314852199373, 1.4799681858278129]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2]"
